"store_id","date","total_quantity","state_id","day_id","day_number","wm_yr_wk","weekday","wday","month","year","event_name_1","event_type_1","event_name_2","event_type_2","snap_CA","snap_TX","snap_WI"
"CA_1",2011-03-30,2247,"CA","d_61",61,11109,"Wednesday",5,3,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-03-31,2576,"CA","d_62",62,11109,"Thursday",6,3,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-01,3500,"CA","d_63",63,11109,"Friday",7,4,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-04-02,4325,"CA","d_64",64,11110,"Saturday",1,4,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-04-03,4396,"CA","d_65",65,11110,"Sunday",2,4,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-04-04,3642,"CA","d_66",66,11110,"Monday",3,4,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-04-05,2784,"CA","d_67",67,11110,"Tuesday",4,4,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-04-06,2602,"CA","d_68",68,11110,"Wednesday",5,4,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-04-07,2976,"CA","d_69",69,11110,"Thursday",6,4,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-04-08,3294,"CA","d_70",70,11110,"Friday",7,4,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-04-09,4083,"CA","d_71",71,11111,"Saturday",1,4,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-04-10,4194,"CA","d_72",72,11111,"Sunday",2,4,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-04-11,3015,"CA","d_73",73,11111,"Monday",3,4,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-04-12,2512,"CA","d_74",74,11111,"Tuesday",4,4,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-04-13,2217,"CA","d_75",75,11111,"Wednesday",5,4,2011,NA,NA,NA,NA,0,1,0
"CA_1",2011-04-14,2520,"CA","d_76",76,11111,"Thursday",6,4,2011,NA,NA,NA,NA,0,0,1
"CA_1",2011-04-15,2867,"CA","d_77",77,11111,"Friday",7,4,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-04-16,3571,"CA","d_78",78,11112,"Saturday",1,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-17,4084,"CA","d_79",79,11112,"Sunday",2,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-18,2760,"CA","d_80",80,11112,"Monday",3,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-19,2234,"CA","d_81",81,11112,"Tuesday",4,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-20,2261,"CA","d_82",82,11112,"Wednesday",5,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-21,2487,"CA","d_83",83,11112,"Thursday",6,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-22,3155,"CA","d_84",84,11112,"Friday",7,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-23,4187,"CA","d_85",85,11113,"Saturday",1,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-24,2946,"CA","d_86",86,11113,"Sunday",2,4,2011,"OrthodoxEaster","Religious","Easter","Cultural",0,0,0
"CA_1",2011-04-25,2439,"CA","d_87",87,11113,"Monday",3,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-26,2085,"CA","d_88",88,11113,"Tuesday",4,4,2011,"Pesach End","Religious",NA,NA,0,0,0
"CA_1",2011-04-27,2096,"CA","d_89",89,11113,"Wednesday",5,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-28,2086,"CA","d_90",90,11113,"Thursday",6,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-29,2675,"CA","d_91",91,11113,"Friday",7,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-04-30,3560,"CA","d_92",92,11114,"Saturday",1,4,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-01,3668,"CA","d_93",93,11114,"Sunday",2,5,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-05-02,2911,"CA","d_94",94,11114,"Monday",3,5,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-05-03,2839,"CA","d_95",95,11114,"Tuesday",4,5,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-05-04,2610,"CA","d_96",96,11114,"Wednesday",5,5,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-05-05,2384,"CA","d_97",97,11114,"Thursday",6,5,2011,"Cinco De Mayo","Cultural",NA,NA,1,1,1
"CA_1",2011-05-06,3125,"CA","d_98",98,11114,"Friday",7,5,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-05-07,3816,"CA","d_99",99,11115,"Saturday",1,5,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-05-08,3033,"CA","d_100",100,11115,"Sunday",2,5,2011,"Mother's day","Cultural",NA,NA,1,0,1
"CA_1",2011-05-09,3069,"CA","d_101",101,11115,"Monday",3,5,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-05-10,2985,"CA","d_102",102,11115,"Tuesday",4,5,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-05-11,2629,"CA","d_103",103,11115,"Wednesday",5,5,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-05-12,2277,"CA","d_104",104,11115,"Thursday",6,5,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-05-13,3008,"CA","d_105",105,11115,"Friday",7,5,2011,NA,NA,NA,NA,0,1,0
"CA_1",2011-05-14,3754,"CA","d_106",106,11116,"Saturday",1,5,2011,NA,NA,NA,NA,0,0,1
"CA_1",2011-05-15,3822,"CA","d_107",107,11116,"Sunday",2,5,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-05-16,2582,"CA","d_108",108,11116,"Monday",3,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-17,2144,"CA","d_109",109,11116,"Tuesday",4,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-18,2174,"CA","d_110",110,11116,"Wednesday",5,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-19,2168,"CA","d_111",111,11116,"Thursday",6,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-20,2664,"CA","d_112",112,11116,"Friday",7,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-21,3463,"CA","d_113",113,11117,"Saturday",1,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-22,3597,"CA","d_114",114,11117,"Sunday",2,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-23,2461,"CA","d_115",115,11117,"Monday",3,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-24,2160,"CA","d_116",116,11117,"Tuesday",4,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-25,2251,"CA","d_117",117,11117,"Wednesday",5,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-26,2296,"CA","d_118",118,11117,"Thursday",6,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-27,2642,"CA","d_119",119,11117,"Friday",7,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-28,3214,"CA","d_120",120,11118,"Saturday",1,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-29,3202,"CA","d_121",121,11118,"Sunday",2,5,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-05-30,2884,"CA","d_122",122,11118,"Monday",3,5,2011,"MemorialDay","National",NA,NA,0,0,0
"CA_1",2011-05-31,2156,"CA","d_123",123,11118,"Tuesday",4,5,2011,"NBAFinalsStart","Sporting",NA,NA,0,0,0
"CA_1",2011-06-01,2529,"CA","d_124",124,11118,"Wednesday",5,6,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-06-02,2652,"CA","d_125",125,11118,"Thursday",6,6,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-06-03,3200,"CA","d_126",126,11118,"Friday",7,6,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-06-04,3942,"CA","d_127",127,11119,"Saturday",1,6,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-06-05,3871,"CA","d_128",128,11119,"Sunday",2,6,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-06-06,3056,"CA","d_129",129,11119,"Monday",3,6,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-06-07,2763,"CA","d_130",130,11119,"Tuesday",4,6,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-06-08,2884,"CA","d_131",131,11119,"Wednesday",5,6,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-06-09,2787,"CA","d_132",132,11119,"Thursday",6,6,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-06-10,3420,"CA","d_133",133,11119,"Friday",7,6,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-06-11,3588,"CA","d_134",134,11120,"Saturday",1,6,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-06-12,3569,"CA","d_135",135,11120,"Sunday",2,6,2011,"NBAFinalsEnd","Sporting",NA,NA,0,1,1
"CA_1",2011-06-13,3149,"CA","d_136",136,11120,"Monday",3,6,2011,NA,NA,NA,NA,0,1,0
"CA_1",2011-06-14,2894,"CA","d_137",137,11120,"Tuesday",4,6,2011,NA,NA,NA,NA,0,0,1
"CA_1",2011-06-15,2679,"CA","d_138",138,11120,"Wednesday",5,6,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-06-16,2535,"CA","d_139",139,11120,"Thursday",6,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-17,2971,"CA","d_140",140,11120,"Friday",7,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-18,3896,"CA","d_141",141,11121,"Saturday",1,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-19,3109,"CA","d_142",142,11121,"Sunday",2,6,2011,"Father's day","Cultural",NA,NA,0,0,0
"CA_1",2011-06-20,2848,"CA","d_143",143,11121,"Monday",3,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-21,2936,"CA","d_144",144,11121,"Tuesday",4,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-22,2557,"CA","d_145",145,11121,"Wednesday",5,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-23,2624,"CA","d_146",146,11121,"Thursday",6,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-24,3071,"CA","d_147",147,11121,"Friday",7,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-25,3354,"CA","d_148",148,11122,"Saturday",1,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-26,3672,"CA","d_149",149,11122,"Sunday",2,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-27,2912,"CA","d_150",150,11122,"Monday",3,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-28,2200,"CA","d_151",151,11122,"Tuesday",4,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-29,2166,"CA","d_152",152,11122,"Wednesday",5,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-06-30,2542,"CA","d_153",153,11122,"Thursday",6,6,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-01,3681,"CA","d_154",154,11122,"Friday",7,7,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-07-02,4276,"CA","d_155",155,11123,"Saturday",1,7,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-07-03,3885,"CA","d_156",156,11123,"Sunday",2,7,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-07-04,2672,"CA","d_157",157,11123,"Monday",3,7,2011,"IndependenceDay","National",NA,NA,1,0,0
"CA_1",2011-07-05,3177,"CA","d_158",158,11123,"Tuesday",4,7,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-07-06,3542,"CA","d_159",159,11123,"Wednesday",5,7,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-07-07,3362,"CA","d_160",160,11123,"Thursday",6,7,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-07-08,3252,"CA","d_161",161,11123,"Friday",7,7,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-07-09,3923,"CA","d_162",162,11124,"Saturday",1,7,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-07-10,4286,"CA","d_163",163,11124,"Sunday",2,7,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-07-11,2785,"CA","d_164",164,11124,"Monday",3,7,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-07-12,2380,"CA","d_165",165,11124,"Tuesday",4,7,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-07-13,2501,"CA","d_166",166,11124,"Wednesday",5,7,2011,NA,NA,NA,NA,0,1,0
"CA_1",2011-07-14,2467,"CA","d_167",167,11124,"Thursday",6,7,2011,NA,NA,NA,NA,0,0,1
"CA_1",2011-07-15,2922,"CA","d_168",168,11124,"Friday",7,7,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-07-16,3688,"CA","d_169",169,11125,"Saturday",1,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-17,3587,"CA","d_170",170,11125,"Sunday",2,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-18,2936,"CA","d_171",171,11125,"Monday",3,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-19,2373,"CA","d_172",172,11125,"Tuesday",4,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-20,2511,"CA","d_173",173,11125,"Wednesday",5,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-21,2585,"CA","d_174",174,11125,"Thursday",6,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-22,3069,"CA","d_175",175,11125,"Friday",7,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-23,3851,"CA","d_176",176,11126,"Saturday",1,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-24,3773,"CA","d_177",177,11126,"Sunday",2,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-25,2762,"CA","d_178",178,11126,"Monday",3,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-26,2322,"CA","d_179",179,11126,"Tuesday",4,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-27,2337,"CA","d_180",180,11126,"Wednesday",5,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-28,2518,"CA","d_181",181,11126,"Thursday",6,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-29,2915,"CA","d_182",182,11126,"Friday",7,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-30,2930,"CA","d_183",183,11127,"Saturday",1,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-07-31,3493,"CA","d_184",184,11127,"Sunday",2,7,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-01,2860,"CA","d_185",185,11127,"Monday",3,8,2011,"Ramadan starts","Religious",NA,NA,1,1,0
"CA_1",2011-08-02,3018,"CA","d_186",186,11127,"Tuesday",4,8,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-08-03,2919,"CA","d_187",187,11127,"Wednesday",5,8,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-08-04,3003,"CA","d_188",188,11127,"Thursday",6,8,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-08-05,3450,"CA","d_189",189,11127,"Friday",7,8,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-08-06,3818,"CA","d_190",190,11128,"Saturday",1,8,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-08-07,3930,"CA","d_191",191,11128,"Sunday",2,8,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-08-08,3246,"CA","d_192",192,11128,"Monday",3,8,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-08-09,2862,"CA","d_193",193,11128,"Tuesday",4,8,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-08-10,2699,"CA","d_194",194,11128,"Wednesday",5,8,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-08-11,2728,"CA","d_195",195,11128,"Thursday",6,8,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-08-12,3292,"CA","d_196",196,11128,"Friday",7,8,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-08-13,4077,"CA","d_197",197,11129,"Saturday",1,8,2011,NA,NA,NA,NA,0,1,0
"CA_1",2011-08-14,4202,"CA","d_198",198,11129,"Sunday",2,8,2011,NA,NA,NA,NA,0,0,1
"CA_1",2011-08-15,2879,"CA","d_199",199,11129,"Monday",3,8,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-08-16,2718,"CA","d_200",200,11129,"Tuesday",4,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-17,2577,"CA","d_201",201,11129,"Wednesday",5,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-18,2574,"CA","d_202",202,11129,"Thursday",6,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-19,3080,"CA","d_203",203,11129,"Friday",7,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-20,3702,"CA","d_204",204,11130,"Saturday",1,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-21,4462,"CA","d_205",205,11130,"Sunday",2,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-22,2722,"CA","d_206",206,11130,"Monday",3,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-23,2217,"CA","d_207",207,11130,"Tuesday",4,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-24,2440,"CA","d_208",208,11130,"Wednesday",5,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-25,2483,"CA","d_209",209,11130,"Thursday",6,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-26,2873,"CA","d_210",210,11130,"Friday",7,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-27,3769,"CA","d_211",211,11131,"Saturday",1,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-28,3701,"CA","d_212",212,11131,"Sunday",2,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-29,2407,"CA","d_213",213,11131,"Monday",3,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-30,2114,"CA","d_214",214,11131,"Tuesday",4,8,2011,NA,NA,NA,NA,0,0,0
"CA_1",2011-08-31,2291,"CA","d_215",215,11131,"Wednesday",5,8,2011,"Eid al-Fitr","Religious",NA,NA,0,0,0
"CA_1",2011-09-01,2668,"CA","d_216",216,11131,"Thursday",6,9,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-09-02,3412,"CA","d_217",217,11131,"Friday",7,9,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-09-03,4127,"CA","d_218",218,11132,"Saturday",1,9,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-09-04,3542,"CA","d_219",219,11132,"Sunday",2,9,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-09-05,3485,"CA","d_220",220,11132,"Monday",3,9,2011,"LaborDay","National",NA,NA,1,1,1
"CA_1",2011-09-06,3130,"CA","d_221",221,11132,"Tuesday",4,9,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-09-07,2674,"CA","d_222",222,11132,"Wednesday",5,9,2011,NA,NA,NA,NA,1,1,0
"CA_1",2011-09-08,2826,"CA","d_223",223,11132,"Thursday",6,9,2011,NA,NA,NA,NA,1,0,1
"CA_1",2011-09-09,3238,"CA","d_224",224,11132,"Friday",7,9,2011,NA,NA,NA,NA,1,1,1
"CA_1",2011-09-10,3873,"CA","d_225",225,11133,"Saturday",1,9,2011,NA,NA,NA,NA,1,0,0
"CA_1",2011-09-11,4046,"CA","d_226",226,11133,"Sunday",2,9,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-09-12,2835,"CA","d_227",227,11133,"Monday",3,9,2011,NA,NA,NA,NA,0,1,1
"CA_1",2011-09-13,2383,"CA","d_228",228,11133,"Tuesday",4,9,2011,NA,NA,NA,NA,0,1,0
